Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,880","52,785",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,875","53,258","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,395","53,922",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,919","55,190",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,762","57,810",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,825","58,082","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"58,125","58,571","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,585","58,899","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,921","59,997","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"60,038","61,756",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,870","62,730","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,837","63,244",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,334","64,584",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,618","65,428",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,421","66,191",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,193","67,076",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,213","67,887",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,123","68,686",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,679","69,320",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,339","70,340",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,321","70,986","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"71,011","72,151",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,163","72,993",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,990","73,731",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,734","74,279",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,272","74,694",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,722","75,547",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,652","78,305",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,734","80,108",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"80,208","81,861",Membrane protein
yidD CDS,Sant_0073,reverse,"81,864","82,122",membrane protein
rnpA CDS,Sant_0074,reverse,"82,086","82,445",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,463","82,606",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,883","83,038",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,253","84,649",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,652","85,752",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,779","86,883",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,903","89,319",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,843","90,693",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,868","91,578",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,575","92,473",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,460","93,080",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,406","94,569",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,234","96,382",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,502","97,797",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"98,163","100,120",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,293","100,619",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,925","101,338",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,443","101,898",Heat shock protein B
avtA CDS,Sant_0092,reverse,"102,080","103,362",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,629","104,634",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"105,144","106,146",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,297","106,770",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"107,015","107,929",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,939","110,014",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,171","110,897",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,492","113,424",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,523","114,672",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,650","115,284",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,469","116,086",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,218","117,046",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,228","117,832",hypothetical protein
yibF CDS,Sant_0105,forward,"118,397","119,038",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,146","120,748",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,762","122,047",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,228","123,238",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,458","124,384",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,381","125,400",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,739","126,338",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,574","126,930",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,137","128,696",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,693","129,085",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,122","129,640",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,804","130,403",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,728","131,937",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"132,031","132,702",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,758","133,216",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,349","133,782",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"134,008","135,716",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,798","135,874",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,913","137,257",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,262","137,861",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,960","138,857",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,854","140,095",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,329","141,492",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,473","143,581",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,975","144,418",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,457","144,741",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,786","145,503",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,686","146,099",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,119","146,523",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,535","147,357",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,409","148,642",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,655","149,418",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,439","150,221",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,285","151,046",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"151,077","152,174",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,174","153,124",Flagellar protein
flgK CDS,Sant_0141,forward,"153,233","154,903",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,961","155,899",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,950","156,738",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,744","157,013",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"157,032","157,829",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,832","158,206",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,207","158,611",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,604","159,626",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,623","160,111",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,244","161,491",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,488","161,937",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,948","163,324",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,296","164,009",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,002","164,991",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"164,988","166,704",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"166,948","167,272",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,828","168,169",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,182","168,571",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,652","170,100",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,548","171,847",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,419","173,684",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,839","174,598",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,235","176,843",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,062","178,081","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,093","178,998",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,009","179,989","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"179,986","180,996",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,154","181,943",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,107","183,398",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,780","184,490","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,101","189,838",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,835","191,373",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,370","192,059",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,059","192,736",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,890","193,897",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,913","194,395",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,395","198,324",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,344","200,923",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,115","203,214",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,234","204,034",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,025","204,864",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,615","207,634",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,867","209,352",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,509","210,450",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"210,894","212,951",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"212,991","213,764",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"213,875","215,197",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"215,854","217,026",Ribonuclease
gor CDS,Sant_0189,reverse,"217,160","218,512",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,610","219,452",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,447","221,763",Cytosine transporter
marC CDS,Sant_0192,reverse,"221,902","222,572",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"222,748","223,791",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,070","224,496",DoxX family protein
prlC CDS,Sant_0195,forward,"224,743","226,827",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"226,849","227,615",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"227,733","228,899",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,025","229,971",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,438","230,899",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,356","231,688",Universal stress protein B
pitA CDS,Sant_0201,reverse,"231,744","233,357",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"233,632","234,849",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"234,846","236,030",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,249","237,249",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"237,430","238,318",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,345","238,764",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"238,925","239,911","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"239,968","241,521","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,543","242,645","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"242,897","243,712",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"243,915","244,622",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"244,813","245,295",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"245,372","246,865",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,143","247,925","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"247,935","248,708","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"248,727","249,809",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"249,821","250,255",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,252","251,262",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"251,277","252,161",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"252,860","253,501",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"253,667","254,675",Lipase
MFS transporter CDS,Sant_0222,forward,"254,980","256,213",MFS transporter
dcrB CDS,Sant_0223,reverse,"256,359","256,920",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"257,313","257,983",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,179","258,433",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"258,461","259,090",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"259,296","259,616",hypothetical protein
yhhL CDS,Sant_0228,reverse,"259,692","259,982",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"259,969","260,575",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"260,805","262,427",Cell division protein
ftsE CDS,Sant_0231,forward,"262,434","263,102",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,092","264,110",Cell division protein
rpoH CDS,Sant_0233,forward,"264,268","265,125",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"265,469","265,888",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,125","267,450",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"267,505","268,396",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"268,393","269,239",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"269,246","270,469",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"270,466","271,215",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"271,818","273,569",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"273,751","274,632",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"275,743","276,741",hypothetical protein
metR CDS,Sant_0243,reverse,"276,962","277,874",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"277,978","280,254",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"280,618","281,448",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"281,698","282,465",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"282,663","283,190",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"283,257","284,867",DNA recombination protein
ubiE CDS,Sant_0249,forward,"284,940","285,699",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"285,714","286,322",membrane protein
ubiB CDS,Sant_0251,forward,"286,319","287,953",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"288,006","288,272",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"288,303","289,151",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"289,155","289,933",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"290,059","290,552",Transcriptional activator
ubiD CDS,Sant_0256,forward,"290,734","292,218",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"292,271","292,972",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"293,110","294,442",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"294,439","295,057",Putative elongation factor
trkH CDS,Sant_0260,forward,"295,101","296,564",Potassium transporter
hemG CDS,Sant_0261,forward,"296,578","297,165",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"297,535","299,069",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"299,171","299,246",tRNA-Glu
23S rRNA,Sant_r0264,forward,"299,639","302,553",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"302,830","302,950",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"303,084","303,160",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"303,169","303,244",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"303,547","304,504",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"304,569","306,089",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"306,133","307,095",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"307,095","308,166",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"308,161","308,985",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"309,108","309,446",hypothetical protein
yifB CDS,Sant_0274,reverse,"309,481","311,014",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"312,340","312,441",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"312,544","312,594",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"312,597","314,252",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"314,249","314,506",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"314,529","315,458",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"315,524","317,374",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"317,381","318,925",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"319,041","319,928",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"320,123","321,601",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"321,823","323,851",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"323,912","325,424",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"325,431","326,718",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"326,837","327,163",Thioredoxin 1
rho CDS,Sant_0288,forward,"327,555","328,814",Transcription termination factor
rfe CDS,Sant_0289,forward,"329,111","330,211",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"330,208","331,260",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"331,319","332,493",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"332,498","333,760",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"333,757","334,830","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"334,845","335,726",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"335,704","336,451",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"336,405","337,565",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"337,567","338,817",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"338,814","339,899",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"339,896","341,245",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"341,274","342,014",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"342,144","342,220",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"342,282","342,357",tRNA-His
leuT tRNA,Sant_t0303,forward,"342,373","342,460",tRNA-Leu
proM tRNA,Sant_t0304,forward,"342,541","342,617",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"343,393","344,393",Putative sugar-nucleotide epimerase/dehydratase
