Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
Galactonate dehydratase CDS,Sant_0086,forward,"94,754","95,902",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,022","97,317",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,683","99,635",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"99,807","100,133",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,442","100,855",Heat shock protein A
ibpB CDS,Sant_0091,forward,"100,962","101,417",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,600","102,857",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,126","104,128",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,639","105,632",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"105,783","106,250",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,488","107,402",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,412","109,481",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,638","110,363",Lipoprotein
mtlA CDS,Sant_0099,forward,"110,958","112,883",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"112,982","114,130",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,108","114,737",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"114,933","115,550",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"115,681","116,508",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"116,690","117,292",hypothetical protein
yibF CDS,Sant_0105,forward,"117,857","118,498",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,606","120,213",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,227","121,510",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"121,691","122,701",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"122,921","123,847",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"123,844","124,873",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,212","125,811",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,047","126,403",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,610","128,169",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,166","128,558",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,595","129,113",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,277","129,876",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,201","131,409",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,503","132,165",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,221","132,679",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"132,814","133,247",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,471","135,181",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,266","135,342",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,366","136,710",Transcriptional activator
flhC CDS,Sant_0124,forward,"136,715","137,305",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,404","138,300",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,297","139,538",Chemotaxis protein
flhB CDS,Sant_0127,forward,"139,772","140,935",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"140,916","143,014",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,408","143,851",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"143,890","144,165",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,209","144,926",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,109","145,522",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,529","145,933",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"145,945","146,763",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"146,815","148,041",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,054","148,812",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"148,833","149,615",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"149,679","150,440",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,471","151,568",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"151,568","152,518",Flagellar protein
flgK CDS,Sant_0141,forward,"152,627","154,297",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,355","155,293",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,344","156,132",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,138","156,407",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"156,426","157,223",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,226","157,600",Flagellar protein
fliN CDS,Sant_0147,reverse,"157,601","158,005",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"157,998","159,020",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,017","159,505",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"159,638","160,885",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"160,882","161,331",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,342","162,718",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"162,690","163,403",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"163,396","164,385",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"164,382","166,091",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"166,334","166,657",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,212","167,553",Flagellar protein
fliS CDS,Sant_0158,reverse,"167,566","167,955",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,035","169,480",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"169,926","171,218",Flagellin protein
fliC2 CDS,Sant_0161,forward,"171,790","173,055",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,210","173,937",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"174,534","176,141",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"176,341","177,360","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"177,372","178,277",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"178,288","179,268","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"179,265","180,275",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"180,433","181,222",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"181,385","182,674",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,056","183,766","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"185,351","189,088",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,085","190,623",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"190,620","191,309",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"191,309","191,986",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,140","193,148",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,164","193,646",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"193,646","197,575",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"197,595","200,174",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"200,366","202,476",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"202,496","203,296",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"203,287","204,126",hypothetical protein
yhjK CDS,Sant_0182,forward,"204,877","206,897",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,130","208,614",M16 peptidase
kdgK CDS,Sant_0184,reverse,"208,771","209,712",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"210,156","212,221",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"212,261","213,034",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"213,145","214,471",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"215,128","216,300",Ribonuclease
gor CDS,Sant_0189,reverse,"216,434","217,786",glutathione reductase
yhiR CDS,Sant_0190,reverse,"217,884","218,726",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"219,721","221,034",Cytosine transporter
marC CDS,Sant_0192,reverse,"221,173","221,842",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"222,018","223,058",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"223,285","223,708",DoxX family protein
prlC CDS,Sant_0195,forward,"223,952","226,039",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"226,061","226,816",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"226,934","228,097",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"228,213","229,146",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"229,635","230,099",Universal stress protein A
uspB CDS,Sant_0200,forward,"230,567","230,900",Universal stress protein B
pitA CDS,Sant_0201,reverse,"230,958","232,574",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"232,849","234,050",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"234,047","235,218",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"235,436","236,434",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"236,614","237,498",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"237,525","237,941",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"238,102","239,085","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"239,142","240,688","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"240,710","241,798","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"242,050","242,865",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"243,068","243,775",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"243,966","244,448",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"244,525","246,021",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"246,299","247,082","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"247,092","247,865","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"247,884","248,971",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"248,983","249,418",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"249,415","250,434",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"250,449","251,338",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"252,037","252,679",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"252,845","253,825",Lipase
MFS transporter CDS,Sant_0222,forward,"254,130","255,349",MFS transporter
dcrB CDS,Sant_0223,reverse,"255,495","256,065",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"256,464","257,141",Inner membrane protein
tusA CDS,Sant_0225,forward,"257,340","257,594",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"257,625","258,252",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"258,473","258,807",hypothetical protein
yhhL CDS,Sant_0228,reverse,"258,883","259,176",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"259,161","259,768",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"260,006","261,629",Cell division protein
ftsE CDS,Sant_0231,forward,"261,636","262,304",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"262,294","263,311",Cell division protein
rpoH CDS,Sant_0233,forward,"263,470","264,327",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"264,674","265,077",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"265,316","266,658",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"266,713","267,615",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"267,612","268,458",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"268,465","269,698",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"269,695","270,447",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"271,051","272,809",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"272,994","273,879",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"274,990","275,996",hypothetical protein
metR CDS,Sant_0243,reverse,"276,217","277,129",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"277,233","279,545",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"279,925","280,767",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"281,018","281,785",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"281,986","282,523",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"282,591","284,201",DNA recombination protein
ubiE CDS,Sant_0249,forward,"284,273","285,031",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"285,044","285,652",membrane protein
ubiB CDS,Sant_0251,forward,"285,649","287,286",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"287,337","287,603",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"287,634","288,484",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"288,488","289,258",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"289,387","289,881",Transcriptional activator
ubiD CDS,Sant_0256,forward,"290,063","291,549",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"291,600","292,301",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"292,441","293,810",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"293,807","294,435",Putative elongation factor
trkH CDS,Sant_0260,forward,"294,479","295,936",Potassium transporter
hemG CDS,Sant_0261,forward,"295,950","296,500",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"296,869","298,413",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"298,515","298,590",tRNA-Glu
23S rRNA,Sant_r0264,forward,"298,983","301,916",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"302,202","302,322",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"302,461","302,537",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"302,548","302,623",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"302,927","303,883",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"303,948","305,468",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"305,512","306,474",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"306,474","307,514",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"307,509","308,333",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"308,454","308,792",hypothetical protein
yifB CDS,Sant_0274,reverse,"308,830","310,369",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"311,693","311,794",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"311,879","311,929",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"311,932","313,582",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"313,579","313,836",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"313,859","314,788",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"314,854","316,719",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"316,726","318,274",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"318,390","319,397",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"319,592","321,073",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"321,297","323,348",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"323,410","324,938",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"324,945","326,241",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"326,359","326,685",Thioredoxin 1
rho CDS,Sant_0288,forward,"327,079","328,338",Transcription termination factor
rfe CDS,Sant_0289,forward,"328,634","329,734",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"329,731","330,783",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"330,846","332,018",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"332,023","333,286",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"333,283","334,356","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"334,371","335,254",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"335,232","335,978",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"335,935","337,087",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"337,089","338,341",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"338,338","339,424",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"339,421","340,773",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"340,801","341,541",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"341,671","341,747",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"341,811","341,886",tRNA-His
leuT tRNA,Sant_t0303,forward,"341,901","341,987",tRNA-Leu
proM tRNA,Sant_t0304,forward,"342,077","342,153",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"342,925","343,923",Putative sugar-nucleotide epimerase/dehydratase
