Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
fliJ CDS,Sant_0151,reverse,"161,604","162,053",Flagellar protein
fliI CDS,Sant_0152,reverse,"162,064","163,444",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,416","164,130",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,123","165,114",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"165,111","166,824",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"167,069","167,392",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,953","168,295",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,308","168,697",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,777","170,231",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,677","171,993",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,565","173,827",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,982","174,724",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,326","176,951",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,153","178,188","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,200","179,124",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,135","180,117","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"180,114","181,130",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,287","182,076",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,241","183,539",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,923","184,635","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,235","190,004",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"190,001","191,551",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,548","192,237",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,237","192,921",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"193,075","194,091",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"194,107","194,595",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,595","198,570",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,590","201,183",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,376","203,500",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,520","204,321",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,312","205,158",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,913","207,937",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"208,174","209,665",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,822","210,766",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"211,225","213,292",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"213,332","214,105",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"214,216","215,559",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"216,243","217,418",Ribonuclease
gor CDS,Sant_0189,reverse,"217,552","218,913",glutathione reductase
yhiR CDS,Sant_0190,reverse,"219,011","219,863",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,858","222,175",Cytosine transporter
marC CDS,Sant_0192,reverse,"222,315","222,985",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"223,161","224,204",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,433","224,856",DoxX family protein
prlC CDS,Sant_0195,forward,"225,116","227,200",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"227,221","227,973",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"228,093","229,279",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,395","230,315",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,773","231,235",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,760","232,095",Universal stress protein B
pitA CDS,Sant_0201,reverse,"232,150","233,763",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"234,037","235,238",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"235,235","236,402",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,620","237,618",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"237,798","238,682",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,709","239,125",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"239,286","240,269","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"240,326","241,870","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,892","242,980","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"243,232","244,047",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"244,250","244,957",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"245,148","245,630",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"245,707","247,200",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,478","248,260","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"248,270","249,043","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"249,062","250,144",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"250,156","250,590",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,587","251,597",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"251,612","252,496",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"253,195","253,836",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"254,002","254,979",Lipase
MFS transporter CDS,Sant_0222,forward,"255,284","256,512",MFS transporter
dcrB CDS,Sant_0223,reverse,"256,659","257,221",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"257,620","258,292",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,492","258,746",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"258,774","259,408",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"259,615","259,938",hypothetical protein
yhhL CDS,Sant_0228,reverse,"260,014","260,304",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"260,291","260,896",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"261,126","262,750",Cell division protein
ftsE CDS,Sant_0231,forward,"262,757","263,425",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,415","264,431",Cell division protein
rpoH CDS,Sant_0233,forward,"264,589","265,446",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"265,790","266,188",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,426","267,749",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"267,804","268,702",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"268,699","269,548",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"269,555","270,784",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"270,781","271,538",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"272,146","273,904",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"274,086","274,971",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"276,088","277,093",hypothetical protein
metR CDS,Sant_0243,reverse,"277,316","278,227",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"278,330","280,619",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"280,983","281,854",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"282,107","282,874",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"283,075","283,612",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"283,679","285,289",DNA recombination protein
ubiE CDS,Sant_0249,forward,"285,361","286,119",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"286,132","286,751",membrane protein
ubiB CDS,Sant_0251,forward,"286,748","288,384",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"288,435","288,701",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"288,732","289,581",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"289,585","290,355",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"290,484","291,000",Transcriptional activator
ubiD CDS,Sant_0256,forward,"291,183","292,667",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"292,721","293,422",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"293,560","294,899",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"294,896","295,516",Putative elongation factor
trkH CDS,Sant_0260,forward,"295,560","297,048",Potassium transporter
hemG CDS,Sant_0261,forward,"297,062","297,611",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"297,986","299,541",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"299,643","299,718",tRNA-Glu
23S rRNA,Sant_r0264,forward,"300,113","303,026",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"303,303","303,422",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"303,558","303,634",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"303,648","303,723",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"304,027","304,986",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"305,051","306,579",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"306,623","307,593",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"307,593","308,646",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"308,641","309,465",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"309,586","309,925",hypothetical protein
yifB CDS,Sant_0274,reverse,"309,960","311,497",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"312,850","312,951",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"313,036","313,086",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"313,089","314,740",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"314,737","314,995",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"315,018","315,950",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"316,016","317,866",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"317,873","319,419",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"319,535","320,424",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"320,619","322,105",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"322,327","324,354",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"324,415","325,924",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"325,931","327,226",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"327,344","327,670",Thioredoxin 1
rho CDS,Sant_0288,forward,"328,065","329,324",Transcription termination factor
rfe CDS,Sant_0289,forward,"329,621","330,722",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"330,719","331,772",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"331,831","333,003",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"333,008","334,270",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"334,267","335,340","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"335,355","336,236",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"336,214","336,957",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"336,914","338,065",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"338,067","339,317",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"339,314","340,399",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"340,396","341,745",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"341,774","342,514",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"342,643","342,719",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"342,782","342,857",tRNA-His
leuT tRNA,Sant_t0303,forward,"342,872","342,958",tRNA-Leu
proM tRNA,Sant_t0304,forward,"343,038","343,114",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"343,890","344,889",Putative sugar-nucleotide epimerase/dehydratase
