Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,126","68,704",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,697","69,339",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,359","70,369",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,350","71,041","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"71,066","72,240",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,252","73,092",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"73,089","73,829",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,832","74,329",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,322","74,747",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,775","75,630",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,734","78,441",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,860","80,224",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"80,324","81,978",Membrane protein
yidD CDS,Sant_0073,reverse,"81,981","82,239",membrane protein
rnpA CDS,Sant_0074,reverse,"82,203","82,562",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,580","82,723",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,992","83,246",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,471","84,868",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,871","85,972",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,999","87,099",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"87,118","89,532",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"90,078","90,926",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"91,104","91,820",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,817","92,749",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,736","93,363",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,715","94,900",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,565","96,713",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,833","98,128",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"98,494","100,452",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,628","100,968",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"101,276","101,689",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,805","102,260",Heat shock protein B
avtA CDS,Sant_0092,reverse,"102,442","103,698",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,970","104,971",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"105,487","106,479",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,630","107,102",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"107,355","108,269",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"108,279","110,348",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,504","111,230",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,853","113,797",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,896","115,044",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"115,022","115,651",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,833","116,450",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,584","117,427",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,609","118,224",hypothetical protein
yibF CDS,Sant_0105,forward,"118,789","119,433",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,541","121,139",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"121,153","122,436",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,617","123,627",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,847","124,785",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,782","125,836",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"126,181","126,800",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"127,036","127,392",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,599","129,158",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"129,155","129,547",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,584","130,102",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"130,266","130,865",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"131,190","132,398",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"132,492","133,154",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"133,210","133,668",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,801","134,236",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"134,461","136,198",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"136,280","136,356",tRNA-Pro
flhD CDS,Sant_0123,forward,"137,392","137,738",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,743","138,333",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"138,432","139,328",Chemotaxis protein
motB CDS,Sant_0126,forward,"139,325","140,571",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,805","141,986",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,967","144,063",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"144,457","144,900",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,939","145,214",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"145,258","145,974",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"146,157","146,570",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,577","146,981",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,993","147,812",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,864","149,092",Flagellar hook protein
flgF CDS,Sant_0136,forward,"149,105","149,863",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,884","150,666",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,730","151,491",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"151,522","152,619",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,619","153,569",Flagellar protein
flgK CDS,Sant_0141,forward,"153,678","155,348",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"155,406","156,344",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"156,395","157,183",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"157,189","157,458",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"157,477","158,274",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"158,277","158,651",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,652","159,056",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"159,049","160,071",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"160,068","160,556",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,689","161,936",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,933","162,382",Flagellar protein
fliI CDS,Sant_0152,reverse,"162,393","163,769",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,741","164,457",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,450","165,439",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"165,436","167,145",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"167,388","167,711",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"168,266","168,607",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,620","169,009",Flagellar protein
fliD CDS,Sant_0159,reverse,"169,089","170,575",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"171,027","172,319",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,891","174,156",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"174,311","175,036",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,634","177,247",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,447","178,466","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,478","179,383",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,394","180,374","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"180,371","181,381",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,538","182,326",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,487","183,776",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"184,158","184,868","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,452","190,189",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"190,186","191,724",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,721","192,410",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,410","193,087",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"193,241","194,248",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"194,264","194,746",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,746","198,675",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,695","201,274",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,466","203,565",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,585","204,385",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,376","205,215",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,966","207,984",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"208,217","209,701",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,858","210,799",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"211,243","213,300",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"213,340","214,113",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"214,224","215,546",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"216,203","217,375",Ribonuclease
gor CDS,Sant_0189,reverse,"217,509","218,861",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,959","219,801",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,796","222,109",Cytosine transporter
marC CDS,Sant_0192,reverse,"222,248","222,916",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"223,092","224,132",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,359","224,781",DoxX family protein
prlC CDS,Sant_0195,forward,"225,044","227,128",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"227,149","227,912",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"228,030","229,229",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,345","230,265",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,723","231,185",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,657","232,012",Universal stress protein B
pitA CDS,Sant_0201,reverse,"232,067","233,680",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"233,979","235,196",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"235,193","236,421",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,643","237,665",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"237,846","238,754",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,784","239,200",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"239,361","240,344","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"240,401","241,962","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,984","243,072","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"243,324","244,139",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"244,342","245,049",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"245,240","245,722",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"245,799","247,292",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,570","248,352","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"248,362","249,135","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"249,154","250,236",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"250,248","250,682",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,679","251,689",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"251,704","252,588",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"253,287","253,928",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"254,094","255,109",Lipase
MFS transporter CDS,Sant_0222,forward,"255,436","256,688",MFS transporter
dcrB CDS,Sant_0223,reverse,"256,834","257,441",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"257,843","258,511",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,718","258,975",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"259,003","259,653",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"259,865","260,198",hypothetical protein
yhhL CDS,Sant_0228,reverse,"260,274","260,678",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"260,665","261,271",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"261,509","263,165",Cell division protein
ftsE CDS,Sant_0231,forward,"263,172","263,840",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,830","264,847",Cell division protein
rpoH CDS,Sant_0233,forward,"265,010","265,867",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"266,229","266,643",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,881","268,221",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"268,276","269,195",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"269,192","270,040",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"270,047","271,271",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"271,268","272,029",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"272,632","274,417",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"274,599","275,499",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"276,649","277,658",hypothetical protein
metR CDS,Sant_0243,reverse,"277,882","278,837",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"278,945","281,225",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"281,595","282,472",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"282,743","283,510",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"283,714","284,276",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"284,344","285,958",DNA recombination protein
ubiE CDS,Sant_0249,forward,"286,030","286,788",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"286,801","287,409",membrane protein
ubiB CDS,Sant_0251,forward,"287,406","289,043",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"289,094","289,367",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"289,398","290,247",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"290,251","291,021",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"291,157","291,714",Transcriptional activator
ubiD CDS,Sant_0256,forward,"291,897","293,382",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"293,433","294,134",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"294,345","295,711",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"295,708","296,364",Putative elongation factor
trkH CDS,Sant_0260,forward,"296,408","297,910",Potassium transporter
hemG CDS,Sant_0261,forward,"297,924","298,486",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"298,862","300,397",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"300,499","300,574",tRNA-Glu
23S rRNA,Sant_r0264,forward,"300,994","303,904",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"304,189","304,308",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"304,451","304,527",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"304,537","304,617",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"304,924","305,951",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"306,016","307,537",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"307,581","308,563",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"308,563","309,615",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"309,610","310,434",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"310,556","310,894",hypothetical protein
yifB CDS,Sant_0274,reverse,"310,930","312,470",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"313,794","313,895",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"313,980","314,030",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"314,033","315,679",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"315,676","315,933",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"315,956","316,885",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"316,951","318,801",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"318,808","320,352",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"320,468","321,355",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"321,550","323,041",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"323,268","325,388",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"325,454","326,981",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"326,988","328,302",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"328,422","328,749",Thioredoxin 1
rho CDS,Sant_0288,forward,"329,153","330,412",Transcription termination factor
rfe CDS,Sant_0289,forward,"330,718","331,820",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"331,817","332,869",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"332,928","334,104",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"334,109","335,371",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"335,368","336,441","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"336,456","337,338",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"337,316","338,059",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"338,016","339,167",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"339,169","340,419",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"340,416","341,506",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"341,503","342,870",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"342,900","343,661",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"343,790","343,866",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"343,995","344,070",tRNA-His
leuT tRNA,Sant_t0303,forward,"344,110","344,198",tRNA-Leu
proM tRNA,Sant_t0304,forward,"344,282","344,358",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"345,124","346,122",Putative sugar-nucleotide epimerase/dehydratase
