Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,132","70,133",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,114","70,779","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,804","71,943",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"71,955","72,785",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,782","73,519",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,522","74,019",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,012","74,434",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,462","75,268",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,372","78,008",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,426","79,790",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,895","81,558",Membrane protein
yidD CDS,Sant_0073,reverse,"81,561","81,820",membrane protein
rnpA CDS,Sant_0074,reverse,"81,784","82,149",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,168","82,311",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,582","82,738",hypothetical protein
dnaA CDS,Sant_0077,forward,"82,954","84,348",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,351","85,451",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,478","86,587",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,606","89,020",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,540","90,382",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,557","91,255",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,252","92,145",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,132","92,752",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,078","94,241",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"94,906","96,054",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,174","97,469",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,835","99,787",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"99,959","100,285",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,590","101,003",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,109","101,564",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,747","103,003",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,271","104,273",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,782","105,774",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"105,925","106,392",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,633","107,554",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,564","109,633",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,792","110,521",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,116","113,041",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,140","114,288",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,266","114,900",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,083","115,700",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"115,835","116,665",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"116,847","117,449",hypothetical protein
yibF CDS,Sant_0105,forward,"118,014","118,655",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,763","120,361",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,375","121,658",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"121,839","122,849",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,069","123,995",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"123,992","125,011",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,350","125,949",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,185","126,541",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,748","128,307",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,304","128,696",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,733","129,253",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,417","130,016",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,342","131,550",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,646","132,311",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,367","132,825",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"132,958","133,389",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,613","135,326",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,411","135,487",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,519","136,863",Transcriptional activator
flhC CDS,Sant_0124,forward,"136,868","137,458",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,557","138,453",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,450","139,691",Chemotaxis protein
flhB CDS,Sant_0127,forward,"139,925","141,088",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,069","143,167",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,561","144,004",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,043","144,318",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,362","145,078",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,261","145,674",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,681","146,085",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,097","146,915",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"146,967","148,193",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,206","148,964",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"148,985","149,767",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"149,831","150,592",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,623","151,720",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"151,720","152,670",Flagellar protein
flgK CDS,Sant_0141,forward,"152,779","154,449",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,507","155,445",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,496","156,284",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,290","156,559",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"156,578","157,375",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,378","157,752",Flagellar protein
fliN CDS,Sant_0147,reverse,"157,753","158,157",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,150","159,172",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,169","159,657",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"159,790","161,037",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,034","161,483",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,494","162,870",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"162,842","163,555",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"163,548","164,537",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"164,534","166,243",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"166,486","166,809",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,364","167,705",Flagellar protein
fliS CDS,Sant_0158,reverse,"167,718","168,107",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,187","169,633",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,079","171,371",Flagellin protein
fliC2 CDS,Sant_0161,forward,"171,943","173,205",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,360","174,085",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"174,681","176,288",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"176,488","177,507","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"177,519","178,424",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"178,435","179,415","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"179,412","180,422",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"180,579","181,367",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"181,528","182,817",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,199","183,909","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"185,493","189,230",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,227","190,765",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"190,762","191,451",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"191,451","192,128",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,282","193,289",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,305","193,787",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"193,787","197,716",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"197,736","200,315",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"200,507","202,606",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"202,626","203,426",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"203,417","204,256",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,007","207,025",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,258","208,742",M16 peptidase
kdgK CDS,Sant_0184,reverse,"208,899","209,840",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"210,284","212,341",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"212,381","213,154",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"213,265","214,587",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"215,244","216,416",Ribonuclease
gor CDS,Sant_0189,reverse,"216,550","217,902",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,000","218,842",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"219,837","221,150",Cytosine transporter
marC CDS,Sant_0192,reverse,"221,289","221,957",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"222,133","223,173",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"223,400","223,826",DoxX family protein
prlC CDS,Sant_0195,forward,"224,073","226,157",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"226,186","226,937",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"227,055","228,215",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"228,331","229,251",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"229,710","230,174",Universal stress protein A
uspB CDS,Sant_0200,forward,"230,636","230,970",Universal stress protein B
pitA CDS,Sant_0201,reverse,"231,030","232,651",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"232,925","234,121",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"234,118","235,289",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"235,507","236,505",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"236,685","237,569",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"237,596","238,012",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"238,173","239,156","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"239,213","240,757","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"240,779","241,867","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"242,119","242,934",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"243,137","243,844",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"244,035","244,517",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"244,594","246,087",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"246,365","247,147","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"247,157","247,930","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"247,949","249,033",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"249,045","249,479",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"249,476","250,486",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"250,501","251,385",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"252,084","252,725",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"252,891","253,872",Lipase
MFS transporter CDS,Sant_0222,forward,"254,177","255,387",MFS transporter
dcrB CDS,Sant_0223,reverse,"255,533","256,093",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"256,486","257,157",Inner membrane protein
tusA CDS,Sant_0225,forward,"257,353","257,607",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"257,635","258,261",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"258,467","258,787",hypothetical protein
yhhL CDS,Sant_0228,reverse,"258,863","259,156",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"259,143","259,752",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"259,997","261,620",Cell division protein
ftsE CDS,Sant_0231,forward,"261,627","262,295",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"262,285","263,301",Cell division protein
rpoH CDS,Sant_0233,forward,"263,459","264,316",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"264,662","265,060",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"265,297","266,619",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"266,674","267,564",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"267,561","268,406",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"268,413","269,636",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"269,633","270,383",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"270,986","272,737",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"272,919","273,800",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"274,911","275,909",hypothetical protein
metR CDS,Sant_0243,reverse,"276,130","277,041",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"277,144","279,420",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"279,784","280,611",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"280,860","281,627",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"281,825","282,353",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"282,420","284,031",DNA recombination protein
ubiE CDS,Sant_0249,forward,"284,103","284,861",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"284,874","285,482",membrane protein
ubiB CDS,Sant_0251,forward,"285,479","287,115",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"287,169","287,437",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"287,468","288,330",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"288,334","289,172",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"289,298","289,797",Transcriptional activator
ubiD CDS,Sant_0256,forward,"289,981","291,476",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"291,527","292,228",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"292,365","293,702",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"293,699","294,318",Putative elongation factor
trkH CDS,Sant_0260,forward,"294,362","295,815",Potassium transporter
hemG CDS,Sant_0261,forward,"295,829","296,377",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"296,746","298,286",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"298,388","298,463",tRNA-Glu
23S rRNA,Sant_r0264,forward,"298,856","301,772",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"302,049","302,168",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"302,303","302,379",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"302,390","302,465",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"302,770","303,726",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"303,791","305,311",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"305,355","306,317",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"306,317","307,357",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"307,352","308,176",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"308,299","308,637",hypothetical protein
yifB CDS,Sant_0274,reverse,"308,674","310,201",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"311,525","311,626",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"311,711","311,761",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"311,764","313,410",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"313,407","313,664",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"313,687","314,616",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"314,682","316,532",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"316,539","318,083",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"318,199","319,086",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"319,281","320,759",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"320,981","323,009",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"323,070","324,569",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"324,576","325,868",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"325,986","326,317",Thioredoxin 1
rho CDS,Sant_0288,forward,"326,717","327,977",Transcription termination factor
rfe CDS,Sant_0289,forward,"328,273","329,373",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"329,370","330,434",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"330,494","331,666",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"331,671","332,937",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"332,934","334,008","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"334,023","334,904",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"334,882","335,625",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"335,582","336,733",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"336,735","337,985",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"337,982","339,079",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"339,076","340,427",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"340,455","341,195",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"341,325","341,401",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"341,463","341,538",tRNA-His
leuT tRNA,Sant_t0303,forward,"341,732","341,818",tRNA-Leu
proM tRNA,Sant_t0304,forward,"341,901","341,977",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"342,751","343,749",Putative sugar-nucleotide epimerase/dehydratase
