Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,747","62,607","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,714","63,121",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,211","64,461",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,495","65,304",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,297","66,067",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,069","66,950",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,087","67,761",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"67,997","68,560",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,553","69,194",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,213","70,214",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,195","70,860","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,885","72,024",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,036","72,866",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,863","73,600",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,603","74,100",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,093","74,515",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,543","75,349",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,453","78,091",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,508","79,873",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,973","81,622",Membrane protein
yidD CDS,Sant_0073,reverse,"81,625","81,882",membrane protein
rnpA CDS,Sant_0074,reverse,"81,846","82,205",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,224","82,369",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,666","82,828",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,049","84,443",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,446","85,546",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,573","86,679",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,698","89,112",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,632","90,491",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,666","91,364",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,361","92,254",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,241","92,861",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,187","94,350",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,015","96,163",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,283","97,595",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,961","99,913",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,085","100,412",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,724","101,139",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,245","101,706",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,889","103,145",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,412","104,413",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,922","105,918",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,072","106,552",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,790","107,714",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,724","109,793",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"109,952","110,687",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,282","113,207",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,306","114,479",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,457","115,117",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,300","115,917",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,049","116,897",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,079","117,682",hypothetical protein
yibF CDS,Sant_0105,forward,"118,247","118,888",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"118,996","120,594",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,608","121,891",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,072","123,082",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,302","124,228",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,225","125,244",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,583","126,182",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,418","126,774",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"126,981","128,542",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,539","128,931",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"128,968","129,488",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,656","130,259",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,584","131,792",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"131,886","132,548",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,604","133,062",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,195","133,626",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"133,850","135,553",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,635","135,711",tRNA-Pro
flhD CDS,Sant_0123,forward,"136,735","137,079",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,084","137,674",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"137,773","138,669",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,666","139,907",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,141","141,304",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,285","143,381",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"143,775","144,218",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,257","144,532",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,576","145,292",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,475","145,888",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"145,895","146,299",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,311","147,129",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,181","148,407",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,420","149,178",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,199","149,981",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,045","150,806",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"150,837","151,934",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"151,934","152,884",Flagellar protein
flgK CDS,Sant_0141,forward,"152,993","154,663",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"154,721","155,659",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"155,710","156,498",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,504","156,773",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"156,792","157,589",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,592","157,966",Flagellar protein
fliN CDS,Sant_0147,reverse,"157,967","158,371",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,364","159,386",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,383","159,871",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,004","161,251",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,248","161,697",Flagellar protein
fliI CDS,Sant_0152,reverse,"161,708","163,084",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,056","163,769",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"163,762","164,756",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"164,753","166,462",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"166,705","167,028",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,583","167,924",Flagellar protein
fliS CDS,Sant_0158,reverse,"167,937","168,326",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,406","169,851",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,297","171,589",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,161","173,423",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,578","174,303",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"174,899","176,506",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"176,706","177,725","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"177,737","178,642",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"178,653","179,633","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"179,630","180,640",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"180,797","181,585",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"181,746","183,035",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,417","184,127","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"185,711","189,448",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,445","190,983",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"190,980","191,669",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"191,669","192,346",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,500","193,507",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,523","194,005",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,005","197,934",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"197,954","200,533",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"200,725","202,824",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"202,844","203,644",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"203,635","204,474",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,225","207,243",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,476","208,960",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,117","210,058",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"210,502","212,568",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"212,608","213,381",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"213,492","214,814",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"215,471","216,643",Ribonuclease
gor CDS,Sant_0189,reverse,"216,777","218,133",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,231","219,107",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,110","221,451",Cytosine transporter
marC CDS,Sant_0192,reverse,"221,590","222,258",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"222,434","223,474",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"223,701","224,123",DoxX family protein
prlC CDS,Sant_0195,forward,"224,367","226,452",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"226,473","227,242",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"227,360","228,520",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"228,636","229,558",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,017","230,481",Universal stress protein A
uspB CDS,Sant_0200,forward,"230,933","231,266",Universal stress protein B
pitA CDS,Sant_0201,reverse,"231,321","232,934",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"233,222","234,420",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"234,417","235,583",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"235,801","236,799",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"236,979","237,863",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"237,890","238,306",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"238,467","239,450","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"239,507","241,051","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,073","242,161","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"242,413","243,228",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"243,431","244,138",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"244,329","244,811",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"244,888","246,381",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"246,659","247,441","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"247,451","248,224","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"248,243","249,325",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"249,337","249,771",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"249,768","250,778",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"250,793","251,705",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"252,404","253,045",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"253,211","254,188",Lipase
MFS transporter CDS,Sant_0222,forward,"254,493","255,702",MFS transporter
dcrB CDS,Sant_0223,reverse,"255,848","256,408",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"256,801","257,467",Inner membrane protein
tusA CDS,Sant_0225,forward,"257,663","257,917",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"257,945","258,572",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"258,782","259,118",hypothetical protein
yhhL CDS,Sant_0228,reverse,"259,195","259,496",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"259,483","260,088",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"260,323","261,945",Cell division protein
ftsE CDS,Sant_0231,forward,"261,952","262,621",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"262,611","263,627",Cell division protein
rpoH CDS,Sant_0233,forward,"263,795","264,652",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"264,996","265,394",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"265,631","266,953",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"267,008","267,898",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"267,895","268,740",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"268,747","269,970",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"269,967","270,716",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"271,319","273,070",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"273,252","274,133",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"275,244","276,242",hypothetical protein
metR CDS,Sant_0243,reverse,"276,463","277,374",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"277,477","279,753",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"280,117","280,944",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"281,203","281,970",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"282,168","282,696",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"282,764","284,376",DNA recombination protein
ubiE CDS,Sant_0249,forward,"284,463","285,221",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"285,234","285,843",membrane protein
ubiB CDS,Sant_0251,forward,"285,840","287,476",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"287,527","287,796",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"287,827","288,675",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"288,679","289,451",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"289,578","290,069",Transcriptional activator
ubiD CDS,Sant_0256,forward,"290,253","291,738",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"291,791","292,492",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"292,629","293,957",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"293,954","294,571",Putative elongation factor
trkH CDS,Sant_0260,forward,"294,615","296,069",Potassium transporter
hemG CDS,Sant_0261,forward,"296,083","296,636",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"297,003","298,537",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"298,639","298,714",tRNA-Glu
23S rRNA,Sant_r0264,forward,"299,107","302,018",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"302,302","302,421",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"302,555","302,631",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"302,640","302,715",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"303,018","303,974",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"304,039","305,559",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"305,603","306,565",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"306,565","307,605",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"307,600","308,424",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"308,546","308,884",hypothetical protein
yifB CDS,Sant_0274,reverse,"308,919","310,445",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"311,769","311,870",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"311,955","312,005",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"312,008","313,654",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"313,651","313,908",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"313,931","314,860",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"314,926","316,776",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"316,783","318,327",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"318,443","319,330",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"319,525","321,003",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"321,225","323,252",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"323,313","324,832",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"324,840","326,131",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"326,252","326,580",Thioredoxin 1
rho CDS,Sant_0288,forward,"326,987","328,246",Transcription termination factor
rfe CDS,Sant_0289,forward,"328,543","329,653",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"329,650","330,706",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"330,765","331,937",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"331,942","333,204",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"333,201","334,274","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"334,289","335,170",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"335,148","335,891",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"335,848","336,999",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"337,001","338,251",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"338,248","339,333",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"339,330","340,684",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"340,713","341,456",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"341,587","341,663",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"341,725","341,800",tRNA-His
leuT tRNA,Sant_t0303,forward,"341,815","341,901",tRNA-Leu
proM tRNA,Sant_t0304,forward,"341,984","342,060",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"342,824","343,822",Putative sugar-nucleotide epimerase/dehydratase
