Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,377","94,559",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,244","96,409",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,529","97,837",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"98,204","100,173",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,352","100,682",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,988","101,411",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,518","101,973",Heat shock protein B
avtA CDS,Sant_0092,reverse,"102,155","103,417",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,684","104,685",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"105,196","106,191",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,342","106,811",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"107,048","107,962",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,972","110,041",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,197","110,924",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,523","113,449",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,548","114,698",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,676","115,305",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,499","116,116",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,247","117,075",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,257","117,859",hypothetical protein
yibF CDS,Sant_0105,forward,"118,425","119,075",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,183","120,801",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,815","122,104",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,286","123,296",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,520","124,448",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,445","125,465",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,805","126,404",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,641","126,998",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,206","128,770",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,767","129,159",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,196","129,720",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,885","130,494",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,819","132,033",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"132,127","132,794",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,850","133,310",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,443","133,876",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"134,100","135,828",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"135,910","135,986",tRNA-Pro
flhD CDS,Sant_0123,forward,"137,016","137,360",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,372","137,962",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"138,061","138,961",Chemotaxis protein
motB CDS,Sant_0126,forward,"138,958","140,210",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,444","141,615",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,596","143,695",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"144,093","144,536",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,575","144,851",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"144,895","145,618",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,802","146,215",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,222","146,626",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,638","147,459",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,514","148,743",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,756","149,517",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,538","150,331",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,395","151,178",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"151,209","152,310",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,310","153,260",Flagellar protein
flgK CDS,Sant_0141,forward,"153,369","155,043",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"155,101","156,041",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"156,092","156,881",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"156,887","157,156",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"157,175","157,972",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"157,975","158,349",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,350","158,754",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,747","159,769",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,766","160,254",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,387","161,639",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,636","162,085",Flagellar protein
fliI CDS,Sant_0152,reverse,"162,096","163,472",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,444","164,157",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,150","165,139",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"165,136","166,856",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"167,099","167,422",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"167,977","168,318",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,331","168,720",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,800","170,245",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,691","171,986",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,576","173,841",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"173,996","174,723",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,319","176,926",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,126","178,145","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,157","179,062",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,073","180,053","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"180,050","181,060",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,217","182,005",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,166","183,455",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"183,837","184,547","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,131","189,868",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"189,865","191,403",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,400","192,089",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,089","192,766",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"192,920","193,927",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"193,943","194,425",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,425","198,354",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,374","200,953",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,145","203,250",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,270","204,070",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,061","204,902",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,656","207,679",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"207,912","209,412",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,569","210,514",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"210,961","213,025",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"213,065","213,839",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"213,950","215,276",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"215,939","217,113",Ribonuclease
gor CDS,Sant_0189,reverse,"217,251","218,608",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,706","219,549",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,571","221,887",Cytosine transporter
marC CDS,Sant_0192,reverse,"222,026","222,694",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"222,870","223,913",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,142","224,566",DoxX family protein
prlC CDS,Sant_0195,forward,"224,811","226,897",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"226,918","227,669",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"227,792","228,962",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,078","230,001",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,472","230,933",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,385","231,717",Universal stress protein B
pitA CDS,Sant_0201,reverse,"231,775","233,391",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"233,665","234,861",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"234,858","236,034",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,252","237,251",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"237,432","238,328",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,355","238,771",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"238,932","239,915","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"239,972","241,533","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,555","242,643","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"242,896","243,736",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"243,939","244,651",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"244,842","245,345",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"245,422","246,917",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,199","248,029","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"248,039","248,818","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"248,837","249,920",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"249,932","250,368",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,365","251,375",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"251,390","252,276",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"252,975","253,618",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"253,816","254,795",Lipase
MFS transporter CDS,Sant_0222,forward,"255,100","256,310",MFS transporter
dcrB CDS,Sant_0223,reverse,"256,457","257,017",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"257,410","258,075",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,271","258,525",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"258,553","259,185",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"259,391","259,711",hypothetical protein
yhhL CDS,Sant_0228,reverse,"259,788","260,083",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"260,070","260,677",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"260,914","262,536",Cell division protein
ftsE CDS,Sant_0231,forward,"262,543","263,211",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,201","264,217",Cell division protein
rpoH CDS,Sant_0233,forward,"264,376","265,233",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"265,579","265,979",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,216","267,538",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"267,593","268,486",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"268,483","269,337",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"269,344","270,598",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"270,595","271,360",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"271,967","273,723",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"273,905","274,790",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"275,903","276,902",hypothetical protein
metR CDS,Sant_0243,reverse,"277,124","278,039",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"278,144","280,421",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"280,786","281,616",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"281,865","282,632",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"282,830","283,365",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"283,432","285,044",DNA recombination protein
ubiE CDS,Sant_0249,forward,"285,116","285,874",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"285,887","286,497",membrane protein
ubiB CDS,Sant_0251,forward,"286,494","288,128",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"288,179","288,445",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"288,476","289,325",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"289,329","290,101",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"290,226","290,718",Transcriptional activator
ubiD CDS,Sant_0256,forward,"290,901","292,385",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"292,436","293,137",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"293,274","294,610",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"294,607","295,255",Putative elongation factor
trkH CDS,Sant_0260,forward,"295,304","296,758",Potassium transporter
hemG CDS,Sant_0261,forward,"296,772","297,325",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"297,720","299,287",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"299,390","299,467",tRNA-Glu
23S rRNA,Sant_r0264,forward,"299,887","302,856",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"303,154","303,278",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"303,417","303,493",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"303,502","303,577",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"303,880","304,840",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"304,905","306,439",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"306,483","307,448",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"307,448","308,492",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"308,487","309,314",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"309,435","309,773",hypothetical protein
yifB CDS,Sant_0274,reverse,"309,808","311,342",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"312,675","312,776",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"312,861","312,911",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"312,914","314,617",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"314,614","314,871",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"314,894","315,825",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"315,891","317,745",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"317,752","319,298",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"319,414","320,303",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"320,498","321,980",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"322,202","324,247",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"324,308","325,817",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"325,824","327,115",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"327,233","327,559",Thioredoxin 1
rho CDS,Sant_0288,forward,"327,954","329,213",Transcription termination factor
rfe CDS,Sant_0289,forward,"329,515","330,615",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"330,612","331,668",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"331,727","332,900",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"332,905","334,170",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"334,167","335,240","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"335,255","336,136",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"336,114","336,857",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"336,814","337,965",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"337,967","339,217",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"339,214","340,300",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"340,297","341,646",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"341,674","342,418",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"342,547","342,623",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"342,685","342,760",tRNA-His
leuT tRNA,Sant_t0303,forward,"342,775","342,861",tRNA-Leu
proM tRNA,Sant_t0304,forward,"342,944","343,020",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"343,876","344,875",Putative sugar-nucleotide epimerase/dehydratase
