Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
agaS1 CDS,Sant_0025,reverse,"25,123","26,322",Tagatose-6-phosphate ketose/aldose isomerase
agaR CDS,Sant_0026,reverse,"26,380","27,153",Aga operon transcriptional repressor of sugar metabolism
hypothetical protein CDS,Sant_0027,forward,"28,296","29,501",hypothetical protein
proP CDS,Sant_0028,forward,"29,621","31,123",Proline/glycine betaine transporter
arsB CDS,Sant_0029,forward,"31,349","32,638",Arsenite/antimonite transporter
Permease of the major facilitator superfamily CDS,Sant_0030,forward,"32,966","34,333",Permease of the major facilitator superfamily
Cyclase family protein CDS,Sant_0031,forward,"34,335","35,036",Cyclase family protein
Starvation sensing zinc-binding dehydrogenase CDS,Sant_0032,forward,"35,403","36,413",Starvation sensing zinc-binding dehydrogenase
Major facilitator transporter CDS,Sant_0033,forward,"36,478","37,764",Major facilitator transporter
Mannitol dehydrogenase domain protein CDS,Sant_0034,forward,"37,814","39,286",Mannitol dehydrogenase domain protein
"Transcriptional regulator, GntR family CDS",Sant_0035,forward,"39,695","40,381","Transcriptional regulator, GntR family"
hypothetical protein CDS,Sant_0036,forward,"42,471","43,229",hypothetical protein
"Transcriptional regulator, AraC family CDS",Sant_0037,reverse,"43,335","44,324","Transcriptional regulator, AraC family"
Putative Mucin-2 like methyltransferase CDS,Sant_0038,forward,"46,549","47,532",Putative Mucin-2 like methyltransferase
hypothetical protein CDS,Sant_0039,forward,"47,540","47,920",hypothetical protein
Putative histidinol-phosphate aminotransferase CDS,Sant_0040,forward,"47,917","48,969",Putative histidinol-phosphate aminotransferase
MATE efflux family protein CDS,Sant_0041,forward,"48,971","50,284",MATE efflux family protein
Putative amino acid ligase of ATP-grasp superfamily CDS,Sant_0042,forward,"50,326","51,570",Putative amino acid ligase of ATP-grasp superfamily
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,734","52,639",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,729","53,112","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,249","53,776",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"53,773","55,044",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,616","57,664",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,679","57,936","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"57,979","58,425","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,439","58,753","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"58,775","59,851","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"59,892","61,610",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"61,724","62,584","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,691","63,098",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,188","64,438",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,472","65,281",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,274","66,044",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,046","66,927",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,064","67,738",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"67,974","68,537",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,530","69,171",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,190","70,196",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,177","70,845","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"70,870","72,010",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,022","72,852",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"72,849","73,586",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,589","74,086",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,079","74,501",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,529","75,335",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,439","78,088",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,510","79,880",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"79,979","81,622",Membrane protein
yidD CDS,Sant_0073,reverse,"81,625","81,882",membrane protein
rnpA CDS,Sant_0074,reverse,"81,846","82,205",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,223","82,402",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,669","82,829",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,044","84,439",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,442","85,542",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,569","86,663",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,682","89,096",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,621","90,465",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,641","91,343",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,340","92,239",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,224","92,855",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,184","94,361",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,037","96,190",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,310","97,605",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"97,971","99,955",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,138","100,467",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"100,772","101,186",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,294","101,749",Heat shock protein B
avtA CDS,Sant_0092,reverse,"101,931","103,204",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,472","104,473",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"104,993","105,994",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,145","106,617",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"106,856","107,774",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"107,784","109,853",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,011","110,759",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,354","113,279",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,378","114,550",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,527","115,376",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,558","116,175",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,307","117,141",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,323","117,994",hypothetical protein
yibF CDS,Sant_0105,forward,"118,567","119,224",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,332","120,943",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,957","122,243",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,429","123,466",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,686","124,622",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,619","125,638",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,977","126,576",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,812","127,168",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,375","128,934",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,931","129,323",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,360","129,878",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"130,042","130,641",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,966","132,174",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"132,268","132,940",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,996","133,456",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,589","134,020",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"134,244","135,978",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"136,060","136,136",tRNA-Pro
flhD CDS,Sant_0123,forward,"137,173","137,526",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,531","138,127",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"138,228","139,133",Chemotaxis protein
motB CDS,Sant_0126,forward,"139,130","140,374",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,611","141,776",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,757","143,853",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"144,247","144,690",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,729","145,004",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"145,048","145,764",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,947","146,360",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,367","146,773",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,785","147,610",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,662","148,896",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,909","149,668",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,689","150,471",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,535","151,296",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"151,327","152,479",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,479","153,429",Flagellar protein
flgK CDS,Sant_0141,forward,"153,538","155,208",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"155,266","156,204",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"156,255","157,048",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"157,054","157,326",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"157,345","158,142",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"158,145","158,519",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,520","158,924",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,917","159,943",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,940","160,428",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,561","161,808",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,805","162,254",Flagellar protein
fliI CDS,Sant_0152,reverse,"162,265","163,641",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,613","164,326",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,319","165,308",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"165,305","167,014",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"167,257","167,580",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"168,135","168,476",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,489","168,878",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,958","170,403",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,849","172,141",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,713","173,975",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"174,130","174,858",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,457","177,065",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,267","178,292","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,304","179,209",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,220","180,257","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"180,254","181,264",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,421","182,209",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,372","183,678",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"184,062","184,778","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,404","190,166",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"190,163","191,701",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,698","192,387",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,387","193,064",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"193,218","194,225",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"194,241","194,723",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,723","198,652",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,672","201,251",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,443","203,542",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,562","204,362",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,353","205,192",hypothetical protein
yhjK CDS,Sant_0182,forward,"205,943","207,961",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"208,194","209,678",M16 peptidase
kdgK CDS,Sant_0184,reverse,"209,835","210,776",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"211,220","213,277",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"213,317","214,090",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"214,201","215,527",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"216,184","217,356",Ribonuclease
gor CDS,Sant_0189,reverse,"217,490","218,851",glutathione reductase
yhiR CDS,Sant_0190,reverse,"218,949","219,803",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"220,809","222,139",Cytosine transporter
marC CDS,Sant_0192,reverse,"222,281","222,956",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"223,132","224,175",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,404","224,830",DoxX family protein
prlC CDS,Sant_0195,forward,"225,074","227,158",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"227,179","227,929",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"228,065","229,244",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,360","230,292",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"230,755","231,218",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,665","231,997",Universal stress protein B
pitA CDS,Sant_0201,reverse,"232,053","233,668",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"233,947","235,153",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"235,150","236,329",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,547","237,545",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"237,725","238,609",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,636","239,052",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"239,213","240,196","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"240,253","241,797","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"241,819","242,907","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"243,159","243,974",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"244,177","244,884",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"245,075","245,557",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"245,634","247,127",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,405","248,187","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"248,197","248,970","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"248,989","250,071",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"250,083","250,517",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,514","251,524",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"251,539","252,423",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"253,122","253,763",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"253,929","254,906",Lipase
MFS transporter CDS,Sant_0222,forward,"255,211","256,429",MFS transporter
dcrB CDS,Sant_0223,reverse,"256,575","257,135",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"257,536","258,201",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,397","258,651",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"258,679","259,321",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"259,531","259,852",hypothetical protein
yhhL CDS,Sant_0228,reverse,"259,928","260,220",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"260,207","260,812",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"261,048","262,673",Cell division protein
ftsE CDS,Sant_0231,forward,"262,680","263,348",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,338","264,366",Cell division protein
rpoH CDS,Sant_0233,forward,"264,524","265,381",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"265,731","266,130",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,368","267,701",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"267,756","268,646",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"268,643","269,488",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"269,495","270,718",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"270,715","271,464",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"272,067","273,818",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"274,000","274,881",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"275,992","276,990",hypothetical protein
metR CDS,Sant_0243,reverse,"277,211","278,122",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"278,225","280,501",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"280,869","281,705",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"281,954","282,721",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"282,925","283,465",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"283,532","285,152",DNA recombination protein
ubiE CDS,Sant_0249,forward,"285,224","285,982",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"285,995","286,603",membrane protein
ubiB CDS,Sant_0251,forward,"286,600","288,234",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"288,287","288,553",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"288,584","289,451",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"289,455","290,225",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"290,350","290,841",Transcriptional activator
ubiD CDS,Sant_0256,forward,"291,025","292,510",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"292,561","293,263",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"293,400","294,748",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"294,745","295,368",Putative elongation factor
trkH CDS,Sant_0260,forward,"295,412","296,867",Potassium transporter
hemG CDS,Sant_0261,forward,"296,881","297,429",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"297,799","299,341",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"299,444","299,519",tRNA-Glu
23S rRNA,Sant_r0264,forward,"299,926","302,843",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"303,127","303,246",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"303,387","303,463",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"303,473","303,549",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"303,852","304,808",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"304,873","306,400",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"306,444","307,406",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"307,406","308,457",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"308,452","309,278",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"309,399","309,738",hypothetical protein
yifB CDS,Sant_0274,reverse,"309,773","311,306",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"312,630","312,731",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"312,816","312,866",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"312,869","314,528",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"314,525","314,802",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"314,825","315,757",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"315,823","317,673",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"317,680","319,225",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"319,341","320,246",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"320,444","321,938",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"322,161","324,240",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"324,301","325,819",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"325,826","327,116",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"327,235","327,561",Thioredoxin 1
rho CDS,Sant_0288,forward,"327,957","329,216",Transcription termination factor
rfe CDS,Sant_0289,forward,"329,516","330,617",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"330,613","331,668",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"331,727","332,899",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"332,904","334,169",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"334,166","335,243","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"335,258","336,139",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"336,117","336,860",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"336,817","337,968",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"337,970","339,221",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"339,218","340,303",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"340,300","341,653",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"341,681","342,421",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"342,551","342,627",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"342,689","342,764",tRNA-His
leuT tRNA,Sant_t0303,forward,"342,779","342,866",tRNA-Leu
proM tRNA,Sant_t0304,forward,"342,948","343,024",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"343,807","344,823",Putative sugar-nucleotide epimerase/dehydratase
