Name,locus_tag,Direction,Min (with gaps),Max (with gaps),product
Alpha/beta hydrolase fold protein CDS,Sant_0043,reverse,"51,965","52,872",Alpha/beta hydrolase fold protein
"Transcriptional regulator, MerR family protein CDS",Sant_0044,forward,"52,962","53,357","Transcriptional regulator, MerR family protein"
HxlR family transcriptional regulator CDS,Sant_0045,forward,"53,502","54,029",HxlR family transcriptional regulator
3-oxoacyl-(acyl carrier protein) synthase II CDS,Sant_0046,forward,"54,026","55,299",3-oxoacyl-(acyl carrier protein) synthase II
manR CDS,Sant_0047,forward,"55,879","57,932",PTS modulated transcriptional antiterminator
"Phosphocarrier, HPr family CDS",Sant_0048,forward,"57,947","58,207","Phosphocarrier, HPr family"
"PTS system, fructose specific enzyme IIA component CDS",Sant_0049,forward,"58,250","58,704","PTS system, fructose specific enzyme IIA component"
"PTS system, fructose-specific, IIB component CDS",Sant_0050,forward,"58,718","59,032","PTS system, fructose-specific, IIB component"
"PTS system, fructose specific enzyme IIC component CDS",Sant_0051,forward,"59,054","60,130","PTS system, fructose specific enzyme IIC component"
Phosphoenolpyruvate-protein phosphotransferase CDS,Sant_0052,forward,"60,171","61,889",Phosphoenolpyruvate-protein phosphotransferase
"Fructose-1,6-bisphosphate aldolase, class II CDS",Sant_0053,forward,"62,003","62,883","Fructose-1,6-bisphosphate aldolase, class II"
hypothetical protein CDS,Sant_0054,forward,"62,990","63,397",hypothetical protein
Phosphonoacetate hydrolase CDS,Sant_0055,reverse,"63,487","64,755",Phosphonoacetate hydrolase
Phosphonate transport systems inner membrane component CDS,Sant_0056,reverse,"64,789","65,598",Phosphonate transport systems inner membrane component
Phsophonate ABC transporter CDS,Sant_0057,reverse,"65,591","66,361",Phsophonate ABC transporter
Phosphonate ABC transporter periplasmic phosphate-binding protein CDS,Sant_0058,reverse,"66,363","67,244",Phosphonate ABC transporter periplasmic phosphate-binding protein
GntR-family transcriptional regulator CDS,Sant_0059,forward,"67,381","68,065",GntR-family transcriptional regulator
6-phospho 3-hexuloisomerase CDS,Sant_0060,reverse,"68,301","68,864",6-phospho 3-hexuloisomerase
3-hexulose-6-phosphate synthase CDS,Sant_0061,reverse,"68,857","69,498",3-hexulose-6-phosphate synthase
Dak1 domain-containing protein CDS,Sant_0062,reverse,"69,517","70,518",Dak1 domain-containing protein
"Dihydroxyacetone kinase, L subunit CDS",Sant_0063,reverse,"70,499","71,164","Dihydroxyacetone kinase, L subunit"
Mannitol-1-phosphate 5-dehydrogenase CDS,Sant_0064,reverse,"71,189","72,336",Mannitol-1-phosphate 5-dehydrogenase
PTS system mannose/fructose/sorbose family IID component CDS,Sant_0065,reverse,"72,348","73,181",PTS system mannose/fructose/sorbose family IID component
putative PTS system IIC component CDS,Sant_0066,reverse,"73,178","73,918",putative PTS system IIC component
putative PTS system IIB component CDS,Sant_0067,reverse,"73,921","74,418",putative PTS system IIB component
putative PTS system IIA component CDS,Sant_0068,reverse,"74,411","74,833",putative PTS system IIA component
sorbitol-6-phosphate 2-dehydrogenase CDS,Sant_0069,reverse,"74,861","75,667",sorbitol-6-phosphate 2-dehydrogenase
Transcriptional regulator of PTS system CDS,Sant_0070,reverse,"75,771","78,446",Transcriptional regulator of PTS system
trmE CDS,Sant_0071,reverse,"78,863","80,227",tRNA modification GTPase
yidC CDS,Sant_0072,reverse,"80,326","81,974",Membrane protein
yidD CDS,Sant_0073,reverse,"81,977","82,237",membrane protein
rnpA CDS,Sant_0074,reverse,"82,201","82,560",Ribonuclease P protein component
rpmH CDS,Sant_0075,reverse,"82,578","82,721",50S ribosomal protein L34
hypothetical protein CDS,Sant_0076,forward,"82,988","83,144",hypothetical protein
dnaA CDS,Sant_0077,forward,"83,359","84,753",Chromosomal replication initiator protein
dnaN CDS,Sant_0078,forward,"84,756","85,856",DNA polymerase III beta-subunit
recF CDS,Sant_0079,forward,"85,883","86,977",DNA replication and repair protein
gyrB CDS,Sant_0080,forward,"86,996","89,410",DNA gyrase subunit B
yidA CDS,Sant_0081,forward,"89,930","90,795",Sugar phosphatase
dgoR CDS,Sant_0082,forward,"90,970","91,669",Galactonate operon transcriptional repressor
dgoK CDS,Sant_0083,forward,"91,666","92,560",2-dehydro-3-deoxygalactonokinase
2-dehydro-3-deoxyphosphogalactonate aldolase CDS,Sant_0084,forward,"92,547","93,169",2-dehydro-3-deoxyphosphogalactonate aldolase
Pathogenicity island effector protein CDS,Sant_0085,reverse,"93,496","94,660",Pathogenicity island effector protein
Galactonate dehydratase CDS,Sant_0086,forward,"95,339","96,493",Galactonate dehydratase
dgoT CDS,Sant_0087,forward,"96,613","97,909",D-galactonate transporter
Ankyrin repeat domain protein CDS,Sant_0088,reverse,"98,282","100,239",Ankyrin repeat domain protein
Putative lipoprotein CDS,Sant_0089,reverse,"100,422","100,748",Putative lipoprotein
ibpA CDS,Sant_0090,forward,"101,054","101,467",Heat shock protein A
ibpB CDS,Sant_0091,forward,"101,575","102,030",Heat shock protein B
avtA CDS,Sant_0092,reverse,"102,212","103,480",Valine-pyruvate aminotransferase
Putative transmembrane protein CDS,Sant_0093,reverse,"103,748","104,749",Putative transmembrane protein
D-isomer specific 2-hydroxyacid dehydrogenase CDS,Sant_0094,reverse,"105,259","106,253",D-isomer specific 2-hydroxyacid dehydrogenase
Putative acetyltransferase CDS,Sant_0095,reverse,"106,406","106,882",Putative acetyltransferase
glyQ CDS,Sant_0096,forward,"107,122","108,036",Glycyl-tRNA synthetase subunit alpha
glyS CDS,Sant_0097,forward,"108,046","110,115",Glycyl-tRNA synthetase beta chain
Lipoprotein CDS,Sant_0098,forward,"110,271","110,999",Lipoprotein
mtlA CDS,Sant_0099,forward,"111,595","113,541",PTS system mannitol-specific IIABC component
mtlD CDS,Sant_0100,forward,"113,642","114,790",Mannitol-1-phosphate 5-dehydrogenase
mtlR CDS,Sant_0101,forward,"114,768","115,397",Mannitol operon repressor
sodA CDS,Sant_0102,reverse,"115,580","116,197",Manganese superoxide dismutase
Formate dehydrogenase CDS,Sant_0103,reverse,"116,327","117,165",Formate dehydrogenase
hypothetical protein CDS,Sant_0104,forward,"117,347","117,949",hypothetical protein
yibF CDS,Sant_0105,forward,"118,514","119,158",Glutathione S-transferase family protein
Aldehyde dehydrogenase family protein CDS,Sant_0106,forward,"119,266","120,867",Aldehyde dehydrogenase family protein
Putative multidrug translocase CDS,Sant_0107,reverse,"120,881","122,176",Putative multidrug translocase
Acyltransferase 3 CDS,Sant_0108,forward,"122,357","123,381",Acyltransferase 3
AraC family transcriptional regulator CDS,Sant_0109,reverse,"123,601","124,551",AraC family transcriptional regulator
Isochorismatase family protein CDS,Sant_0110,reverse,"124,548","125,571",Isochorismatase family protein
ThiJ\PfpI domain-containing protein CDS,Sant_0111,reverse,"125,914","126,518",ThiJ\PfpI domain-containing protein
Glyoxalase/bleomycin resistance protein/dioxygenase CDS,Sant_0112,reverse,"126,754","127,112",Glyoxalase/bleomycin resistance protein/dioxygenase
hypothetical protein CDS,Sant_0113,forward,"127,321","128,880",hypothetical protein
Glyoxalase\bleomycin resistance protein\dioxygenase CDS,Sant_0114,reverse,"128,877","129,271",Glyoxalase\bleomycin resistance protein\dioxygenase
Cupin domain-containing protein CDS,Sant_0115,reverse,"129,308","129,826",Cupin domain-containing protein
Nitroreductase CDS,Sant_0116,forward,"129,990","130,600",Nitroreductase
Multidrug resistance protein CDS,Sant_0117,reverse,"130,953","132,174",Multidrug resistance protein
Metal dependent phosphohydrolase CDS,Sant_0118,reverse,"132,268","132,934",Metal dependent phosphohydrolase
MarR-family transcriptional regulator CDS,Sant_0119,forward,"132,990","133,449",MarR-family transcriptional regulator
Organic hydroperoxide resistance protein CDS,Sant_0120,forward,"133,582","134,015",Organic hydroperoxide resistance protein
eptB CDS,Sant_0121,forward,"134,239","135,972",Phosphoethanolamine transferase
proK tRNA,Sant_t0122,forward,"136,054","136,130",tRNA-Pro
flhD CDS,Sant_0123,forward,"137,155","137,499",Transcriptional activator
flhC CDS,Sant_0124,forward,"137,504","138,097",Flagellar transcriptional activator
motA CDS,Sant_0125,forward,"138,197","139,093",Chemotaxis protein
motB CDS,Sant_0126,forward,"139,090","140,331",Chemotaxis protein
flhB CDS,Sant_0127,forward,"140,566","141,733",Flagellar biosynthetic protein
flhA CDS,Sant_0128,forward,"141,714","143,813",Flagellar biosynthetic protein
flgN CDS,Sant_0129,reverse,"144,234","144,678",Flagellar synthesis protein
flgM CDS,Sant_0130,reverse,"144,717","144,993",Negative regulator of flagellin synthesis protein
flgA CDS,Sant_0131,reverse,"145,037","145,759",Flagellar basal body P-ring protein
flgB CDS,Sant_0132,forward,"145,943","146,409",Flagellar basal body rod protein
flgC CDS,Sant_0133,forward,"146,416","146,820",Flagellar basal body rod protein
flgD CDS,Sant_0134,forward,"146,832","147,650",Basal body rod modification protein
flgE CDS,Sant_0135,forward,"147,702","148,929",Flagellar hook protein
flgF CDS,Sant_0136,forward,"148,942","149,701",Flagellar basal body rod protein
flgG CDS,Sant_0137,forward,"149,722","150,510",Flagellar basal body rod protein
flgH CDS,Sant_0138,forward,"150,576","151,339",Flagellar L-ring protein precursor
flgI CDS,Sant_0139,forward,"151,371","152,478",Flagellar P-ring protein proecursor
flgJ CDS,Sant_0140,forward,"152,478","153,428",Flagellar protein
flgK CDS,Sant_0141,forward,"153,539","155,227",Flagellar hook-associated protein 1
flgL CDS,Sant_0142,forward,"155,285","156,224",Flagellar hook-associated protein 3
fliR CDS,Sant_0143,reverse,"156,275","157,063",Flagellar biosynthetic protein
fliQ CDS,Sant_0144,reverse,"157,069","157,338",Flagellar biosynthetic protein
fliP CDS,Sant_0145,reverse,"157,357","158,154",Flagellar biosynthetic protein
fliO CDS,Sant_0146,reverse,"158,157","158,531",Flagellar protein
fliN CDS,Sant_0147,reverse,"158,532","158,936",Flagellar motor switch protein
fliM CDS,Sant_0148,reverse,"158,929","159,951",Flagellar motor switch protein
fliL CDS,Sant_0149,reverse,"159,948","160,436",Flagellar basal body associated protein
fliK CDS,Sant_0150,reverse,"160,569","161,816",Flagellar hook length control protein
fliJ CDS,Sant_0151,reverse,"161,813","162,262",Flagellar protein
fliI CDS,Sant_0152,reverse,"162,273","163,649",Flagellum-specific ATP synthase
fliH CDS,Sant_0153,reverse,"163,621","164,334",Flagellar assembly protein
fliG CDS,Sant_0154,reverse,"164,327","165,316",Flagellar motor switch protein
fliF CDS,Sant_0155,reverse,"165,313","167,027",Flagellar basal body M-ring protein
fliE CDS,Sant_0156,forward,"167,270","167,593",Flagellar hook-basal body complex protein
fliT CDS,Sant_0157,reverse,"168,159","168,500",Flagellar protein
fliS CDS,Sant_0158,reverse,"168,513","168,903",Flagellar protein
fliD CDS,Sant_0159,reverse,"168,983","170,527",Flagellar hook-associated protein 2
fliC1 CDS,Sant_0160,forward,"170,991","172,284",Flagellin protein
fliC2 CDS,Sant_0161,forward,"172,856","174,118",Flagellar filament structural protein
fliA CDS,Sant_0162,forward,"174,273","174,999",RNA polymerase sigma factor for flagellar operon
dppA CDS,Sant_0163,forward,"175,608","177,222",Periplasmic dipeptide transport protein
dppB CDS,Sant_0164,forward,"177,423","178,451","Dipeptide ABC transporter, permease protein"
dppC CDS,Sant_0165,forward,"178,463","179,379",Dipeptide transport system permease protein
dppD CDS,Sant_0166,forward,"179,390","180,375","Dipeptide ABC transporter, ATP-binding protein"
dppF CDS,Sant_0167,forward,"180,372","181,382",Dipeptide transport ATP-binding protein
Transcriptional regulator putative LuxR family CDS,Sant_0168,reverse,"181,539","182,327",Transcriptional regulator putative LuxR family
codB1 CDS,Sant_0169,forward,"182,490","183,780",Cytosine transporter
"Putative transcriptional regulator, PAS and GerEdomains CDS",Sant_0170,forward,"184,163","184,880","Putative transcriptional regulator, PAS and GerEdomains"
Nitrate reductase 2 alpha subunit CDS,Sant_0171,forward,"186,477","190,284",Nitrate reductase 2 alpha subunit
Cryptic nitrate reductase 2 subunit beta CDS,Sant_0172,forward,"190,281","191,819",Cryptic nitrate reductase 2 subunit beta
Nirate reductase delta subunit CDS,Sant_0173,forward,"191,816","192,505",Nirate reductase delta subunit
narV CDS,Sant_0174,forward,"192,505","193,182",Nitrate reductase gamma subunit
bcsZ CDS,Sant_0175,reverse,"193,336","194,343",Glycoside hydrolase family 8
bcsD CDS,Sant_0176,reverse,"194,359","194,841",Cellulose synthase subunit D
bcsC CDS,Sant_0177,reverse,"194,841","198,785",Cellulose synthase operon C domain protein
bcsB CDS,Sant_0178,reverse,"198,805","201,386",Cellulose synthase regulator protein
bcsA CDS,Sant_0179,reverse,"201,578","203,710",Cellulose synthase catalytic subunit
Cellulose synthase operon protein CDS,Sant_0180,reverse,"203,730","204,530",Cellulose synthase operon protein
hypothetical protein CDS,Sant_0181,reverse,"204,521","205,361",hypothetical protein
yhjK CDS,Sant_0182,forward,"206,114","208,133",Biofilm formation regulator
yhjJ CDS,Sant_0183,forward,"208,366","209,861",M16 peptidase
kdgK CDS,Sant_0184,reverse,"210,018","210,959",2-dehydro-3-deoxyglucokinase
AsmA family involved in outer membrane biogenesis CDS,Sant_0185,forward,"211,403","213,540",AsmA family involved in outer membrane biogenesis
cdh CDS,Sant_0186,reverse,"213,580","214,372",CDP-diacylglycerol pyrophosphatase
yhjE CDS,Sant_0187,reverse,"214,487","215,819",H+/metabolite symporter
yhjD CDS,Sant_0188,reverse,"216,487","217,659",Ribonuclease
gor CDS,Sant_0189,reverse,"217,793","219,149",glutathione reductase
yhiR CDS,Sant_0190,reverse,"219,247","220,089",DNA utilization protein YhiR
codB2 CDS,Sant_0191,forward,"221,116","222,431",Cytosine transporter
marC CDS,Sant_0192,reverse,"222,571","223,241",Multiple drug resistance protein
Putative cystein synthase CDS,Sant_0193,forward,"223,417","224,458",Putative cystein synthase
DoxX family protein CDS,Sant_0194,reverse,"224,685","225,121",DoxX family protein
prlC CDS,Sant_0195,forward,"225,365","227,449",Oligopeptidase A
Methyl transferase CDS,Sant_0196,forward,"227,470","228,222",Methyl transferase
Formate dehydrogenase CDS,Sant_0197,reverse,"228,345","229,550",Formate dehydrogenase
Transcriptional regulator CDS,Sant_0198,reverse,"229,667","230,587",Transcriptional regulator
uspA CDS,Sant_0199,reverse,"231,047","231,509",Universal stress protein A
uspB CDS,Sant_0200,forward,"231,972","232,304",Universal stress protein B
pitA CDS,Sant_0201,reverse,"232,359","233,972",Low-affinity inorganic phosphate transporter 1
Putative FAD-dependent oxidoreductase CDS,Sant_0202,forward,"234,248","235,460",Putative FAD-dependent oxidoreductase
Putative salicylate hyroxylase CDS,Sant_0203,reverse,"235,457","236,639",Putative salicylate hyroxylase
Putative dioxygenase CDS,Sant_0204,reverse,"236,857","237,882",Putative dioxygenase
Fumarylacetoacetate (FAA) hydrolase CDS,Sant_0205,reverse,"238,063","238,960",Fumarylacetoacetate (FAA) hydrolase
Endoribonuclease L-PSP CDS,Sant_0206,reverse,"238,987","239,403",Endoribonuclease L-PSP
"ABC transporter, inner membrane permease CDS",Sant_0207,reverse,"239,564","240,553","ABC transporter, inner membrane permease"
"ABC transporter, ATP binding component CDS",Sant_0208,reverse,"240,610","242,201","ABC transporter, ATP binding component"
"ABC transporter, subtrate-binding protein CDS",Sant_0209,reverse,"242,223","243,318","ABC transporter, subtrate-binding protein"
pydB CDS,Sant_0210,reverse,"243,571","244,386",Putative alpha\beta hydrolase
GntR family transcriptional regulator CDS,Sant_0211,forward,"244,590","245,302",GntR family transcriptional regulator
AsnC family transcriptional regulator CDS,Sant_0212,reverse,"245,494","245,976",AsnC family transcriptional regulator
Putative acid CoA ligase CDS,Sant_0213,reverse,"246,053","247,549",Putative acid CoA ligase
"ABC transporter, inner membrane component CDS",Sant_0214,reverse,"247,828","248,630","ABC transporter, inner membrane component"
"ABC transporter, ATP binding component CDS",Sant_0215,reverse,"248,640","249,441","ABC transporter, ATP binding component"
ABC-type nitrate\sulfonate\bicarbonate transport CDS,Sant_0216,reverse,"249,460","250,546",ABC-type nitrate\sulfonate\bicarbonate transport
Phenylacetic acid degradation-related protein CDS,Sant_0217,reverse,"250,558","250,993",Phenylacetic acid degradation-related protein
Putative alcohol dehydrogenase CDS,Sant_0218,reverse,"250,990","252,012",Putative alcohol dehydrogenase
Putative dioxygenase CDS,Sant_0219,reverse,"252,027","252,912",Putative dioxygenase
Putative glutathione S-transferase CDS,Sant_0220,reverse,"253,631","254,273",Putative glutathione S-transferase
Lipase CDS,Sant_0221,forward,"254,479","255,485",Lipase
MFS transporter CDS,Sant_0222,forward,"255,790","256,998",MFS transporter
dcrB CDS,Sant_0223,reverse,"257,145","257,705",Periplasmic protein
yhhQ CDS,Sant_0224,reverse,"258,098","258,769",Inner membrane protein
tusA CDS,Sant_0225,forward,"258,965","259,219",Sulfurtransferase (tRNA 2-thiouridine synthesizing protein)
yhhN CDS,Sant_0226,reverse,"259,247","259,894",Membrane protein
hypothetical protein CDS,Sant_0227,forward,"260,100","260,420",hypothetical protein
yhhL CDS,Sant_0228,reverse,"260,496","260,786",Putative membrane protein
rsmD CDS,Sant_0229,reverse,"260,773","261,379",Putative adenine specific methylase
ftsY CDS,Sant_0230,forward,"261,610","263,241",Cell division protein
ftsE CDS,Sant_0231,forward,"263,248","263,916",Cell division ATP-binding protein
ftsX CDS,Sant_0232,forward,"263,906","264,922",Cell division protein
rpoH CDS,Sant_0233,forward,"265,083","265,940",RNA polymerase sigma-32 factor
yhhK CDS,Sant_0234,reverse,"266,300","266,698",Putative acetyltransferase
ugpB CDS,Sant_0235,forward,"266,935","268,258",Putative glycerol-3-phosphate-binding periplasmic protein
ugpA CDS,Sant_0236,forward,"268,313","269,211",Sn-glycerol-3-phosphate transport system permease protein
ugpE CDS,Sant_0237,forward,"269,208","270,061",Sn-glycerol-3-phosphate transport system permease protein
ugpC CDS,Sant_0238,forward,"270,068","271,317",Sn-glycerol-3-phosphate transport ATP-binding cassette
ugpQ CDS,Sant_0239,forward,"271,314","272,067",Glycerophosphoryl diester phosphodiesterase
ggt CDS,Sant_0240,forward,"272,670","274,422",Gamma-glutamyl transferase
yigM CDS,Sant_0241,forward,"274,604","275,506",putative membrane protein
hypothetical protein CDS,Sant_0242,forward,"276,620","277,619",hypothetical protein
metR CDS,Sant_0243,reverse,"277,841","278,773",LysR family transcriptional regulator
metE CDS,Sant_0244,forward,"278,878","281,159",5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ysgA CDS,Sant_0245,reverse,"281,523","282,350",Carboxymethylenebutenolidase
udp CDS,Sant_0246,forward,"282,599","283,366",Uridine phosphorylase
Putative membrane-associated protein CDS,Sant_0247,forward,"283,564","284,094",Putative membrane-associated protein
rmuC CDS,Sant_0248,forward,"284,161","285,771",DNA recombination protein
ubiE CDS,Sant_0249,forward,"285,843","286,601",Ubiquinone/menaquinone biosynthesis methyltransferase
yigP CDS,Sant_0250,forward,"286,614","287,222",membrane protein
ubiB CDS,Sant_0251,forward,"287,219","288,853",Putative ubiquinone biosynthesis protein
tatA CDS,Sant_0252,forward,"288,908","289,174",Sec-independent protein translocase protein
tatB CDS,Sant_0253,forward,"289,205","290,053",Sec-independent protein translocase protein
tatC CDS,Sant_0254,forward,"290,057","290,827",Sec-independent protein translocase subunit
rfaH CDS,Sant_0255,reverse,"290,952","291,448",Transcriptional activator
ubiD CDS,Sant_0256,forward,"291,630","293,117",3-octaprenyl-4-hydroxybenzoate decarboxylase
fre CDS,Sant_0257,forward,"293,168","293,869",FMN (flavin) reductase
pepQ CDS,Sant_0258,forward,"294,006","295,381",Proline dipeptidase
yigZ CDS,Sant_0259,forward,"295,378","295,997",Putative elongation factor
trkH CDS,Sant_0260,forward,"296,041","297,499",Potassium transporter
hemG CDS,Sant_0261,forward,"297,513","298,061",Protoporphyrinogen oxidase
16S rRNA,Sant_r0262,forward,"298,428","299,967",16S ribosomal RNA
gltU tRNA,Sant_t0263,forward,"300,069","300,144",tRNA-Glu
23S rRNA,Sant_r0264,forward,"300,539","303,451",23S ribosomal RNA
5S rRNA,Sant_r0265,forward,"303,728","303,847",5S ribosomal RNA
aspT tRNA,Sant_t0266,forward,"303,985","304,061",tRNA-Asp
trpT tRNA,Sant_t0267,forward,"304,071","304,146",tRNA-Trp
sugar ABC transporter substrate-binding protein CDS,Sant_0268,forward,"304,450","305,410",sugar ABC transporter substrate-binding protein
ytfR CDS,Sant_0269,forward,"305,476","307,015",putative ABC transporter ATP-binding protein
ytfT CDS,Sant_0270,forward,"307,059","308,023",Sugar ABC superfamily ATP binding cassette transporter
yjfF CDS,Sant_0271,forward,"308,023","309,084",Inner membrane ABC transporter permease
hdfR CDS,Sant_0272,reverse,"309,079","309,903",Transcriptional regulator
hypothetical protein CDS,Sant_0273,forward,"310,024","310,362",hypothetical protein
yifB CDS,Sant_0274,reverse,"310,397","311,930",Magnesium-chelatase
ilvL CDS,Sant_0275,forward,"313,276","313,377",IlvGMEDA operon attenuator peptide
ilvX CDS,Sant_0276,forward,"313,462","313,512",expressed protein ilvX
ilvG CDS,Sant_0277,forward,"313,515","315,198",Acetolactate synthase isozyme II large subunit
ilvM CDS,Sant_0278,forward,"315,195","315,452",Acetolactate synthase II regulatory subunit
ilvE CDS,Sant_0279,forward,"315,475","316,407",Branched-chain amino acid aminotransferase
ilvD CDS,Sant_0280,forward,"316,473","318,354",Dihydroxy-acid dehydratase
ilvA CDS,Sant_0281,forward,"318,361","319,910",Threonine dehydratase
ilvY CDS,Sant_0282,reverse,"320,026","320,916",DNA-binding transcriptional regulator
ilvC CDS,Sant_0283,forward,"321,119","322,619",Ketol-acid reductoisomerase
rep CDS,Sant_0284,forward,"322,842","324,871",ATP-dependent DNA helicase
gppA CDS,Sant_0285,reverse,"324,937","326,443",Guanosine pentaphosphate phosphohydrolase
rhlB CDS,Sant_0286,reverse,"326,450","327,761",ATP-dependent RNA helicase
trxA CDS,Sant_0287,forward,"327,879","328,205",Thioredoxin 1
rho CDS,Sant_0288,forward,"328,600","329,859",Transcription termination factor
rfe CDS,Sant_0289,forward,"330,172","331,273",Undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
wzzE CDS,Sant_0290,forward,"331,270","332,322",Lipopolysaccharide biosynthesis protein
rffE CDS,Sant_0291,forward,"332,381","333,553",UDP-N-acetylglucosamine 2-epimerase
rffD CDS,Sant_0292,forward,"333,558","334,820",UDP-N-acetyl-D-mannosamine dehydrogenase
rffG CDS,Sant_0293,forward,"334,817","335,890","DTDP-D-glucose-4,6-dehydratase"
rffH CDS,Sant_0294,forward,"335,905","336,786",Glucose-1-phosphate thymidylyltransferase
rffc CDS,Sant_0295,forward,"336,764","337,507",TDP-fucosamine acetyltransferase
rffA1 CDS,Sant_0296,forward,"337,464","338,615",TDP-4-oxo-6-deoxy-D-glucose transaminase
wzxE CDS,Sant_0297,forward,"338,617","339,867",Putative lipopolysaccharide biosynthesis protein
4-alpha-L-fucosyltransferase CDS,Sant_0298,forward,"339,864","340,949",4-alpha-L-fucosyltransferase
wzyE CDS,Sant_0299,forward,"340,946","342,300",Putative ECA polymerase
rffM CDS,Sant_0300,forward,"342,328","343,068",Putative UDP-N-acetyl-D-mannosaminuronic acid transferase
argX tRNA,Sant_t0301,forward,"343,197","343,273",tRNA-Arg
hisR tRNA,Sant_t0302,forward,"343,335","343,410",tRNA-His
leuT tRNA,Sant_t0303,forward,"343,425","343,511",tRNA-Leu
proM tRNA,Sant_t0304,forward,"343,592","343,668",tRNA-Pro
Putative sugar-nucleotide epimerase/dehydratase CDS,Sant_0305,forward,"344,446","345,444",Putative sugar-nucleotide epimerase/dehydratase
